"Product Name","Product ID","Review Text","Review Rating","Review Date","Reviewer Verified","Label"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Best","4.0","1 month ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad product.dont purchase.waste money.produt wa.....ste...........","1.0","2 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad pr","1.0","2 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good product","5.0","3 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Best quality and best design","4.0","3 months ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","V nice","5.0","3 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","No saund","1.0","3 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Ok","5.0","3 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Blutooth not connected","1.0","3 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bed all quality","1.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This product is very bad please exchange this product.. Product is not working","2.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad sound quality","2.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Sound quality very bad","2.0","4 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Super","5.0","4 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Nice","5.0","4 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This product was very worst product","1.0","5 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good pro","5.0","5 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good item product","5.0","5 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good very nice","5.0","5 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Really Good Product And Best Price","5.0","6 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This is prudent super","5.0","6 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","speaker not good","2.0","7 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very low quality products my suggestion is don't buy this product","1.0","7 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad product","1.0","7 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good","5.0","7 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good quality.","4.0","8 months ago","Yes","neutral"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad new musicbad","1.0","8 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","The sound system is not working","1.0","8 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bed quality","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","This product is not good","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","bad","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not a good prodoct","1.0","9 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good","5.0","9 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Best","5.0","10 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not a good product","3.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Waste of money","1.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very very waste your products","1.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad product","2.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very bad sound","1.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Worst product don't buy any parson","3.0","10 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Oneplus mobile","5.0","11 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not connected in led TV","2.0","11 months ago","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very good speaker","5.0","11 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Although the product is good, the rate is too heavy.","5.0","11 months ago","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not good product","1.0","Feb, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Very poor quality 😢. according to money price is very high and quality is very poor","1.0","Jan, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad quality  not Recesponcs flipkart  sounds not working","1.0","Jan, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not supply and remote not working","1.0","Jan, 2024","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good","5.0","Jan, 2024","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Good","5.0","Jan, 2024","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Bad product","1.0","Dec, 2023","Yes","negative"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Sup","5.0","Dec, 2023","Yes","positive"
"Glx 1008 10 W Bluetooth Tower Speaker","itm3cfdfb1649501","Not warking in thish spikar","1.0","Dec, 2023","Yes","negative"
